Date,Method,Alpha Group,Mint/NFT Cost (ETH),Mint/NFT Cost ($),Gas Fee (ETH),Listing Fee Total (ETH),Cost of Trade (ETH),Sell Price (ETH),OS Fee,Royalty Fee,Total Fees (ETH),Profit/Loss (ETH) ,Wallet,Transfer
2022-07-10,Mint,LV,0.0,0.00,0.0045,0.0014,0.0059,0.0029,0.025,0.069,0.0062,-0.0033,Burner,NO
2022-07-12,Secondary,NP,0.029,30.98,0.0049,0.0007,0.0346,0.0,0.025,0.0,0.0056,-0.0346,Main,NO
2022-07-16,Secondary,AS,0.013,17.86,0.008,0.0017,0.0226,0.0074,0.025,0.075,0.0103,-0.0159,Main,NO
2022-08-05,Mint,NP,0.0,0.00,0.0009,0.0,0.0009,0.0,0.025,0.075,0.0009,-0.0009,Main,Transfer Sent
2022-08-05,Mint,NP,0.0,0.00,0.0009,0.0008,0.0016,0.0,0.025,0.075,0.0016,-0.0016,Ledger,Transfer Received
2022-08-07,Mint,NP,0.0,0.00,0.0019,0.0,0.0019,0.0,0.025,0.1,0.0019,-0.0019,Main,NO
2022-08-07,Airdrop,NP,0.0,0.00,0.0,0.0009,0.0009,0.0309,0.025,0.05,0.0032,0.0277,Main,NO
2022-08-07,Airdrop,SG,0.0,0.00,0.0,0.0007,0.0007,0.0,0.025,0.05,0.0007,-0.0007,Ledger,NO
2022-08-10,Secondary,AS,0.012,22.54,0.0044,0.0006,0.017,0.0289,0.025,0.07,0.0078,0.0091,Main,NO
2022-08-10,Secondary,NP,0.16,22.54,0.0086,0.0025,0.1711,1.3,0.025,0.1,0.1736,0.9664,Main,NO
2022-08-19,Mint,FP,0.0,0.00,0.0026,0.0,0.0026,0.0,0.025,0.0,0.0026,-0.0026,Main,NO
2022-08-20,Mint,FP,0.0,0.00,0.0011,0.0,0.0011,0.0,0.025,0.0,0.0011,-0.0011,Burner,NO
2022-08-23,Mint,NP,0.0,0.00,0.0011,0.0006,0.0017,0.029,0.025,0.05,0.0039,0.0251,Main,NO
2022-08-23,Mint,NP,0.0,0.00,0.002,0.0014,0.0034,0.0739,0.025,0.044,0.0085,0.0654,Burner,NO
2022-08-30,Mint,WP,0.049,74.65,0.0014,0.0024,0.0528,0.077,0.025,0.0,0.0057,0.0223,Main,NO
2022-08-30,Mint,WP,0.049,74.65,0.0014,0.0,0.0504,0.079,0.025,0.0,0.0034,0.0266,Main,NO
2022-08-30,Mint,WP,0.049,74.65,0.0014,0.0,0.0504,0.13,0.025,0.0,0.0047,0.0764,Main,NO
2022-09-12,Mint,WP,0.085,147.03,0.0103,0.0015,0.0968,0.128,0.025,0.075,0.0246,0.0184,Main,NO
2022-09-12,Secondary,NP,0.0054,9.22,0.0024,0.0004,0.0082,0.0011,0.025,0.075,0.0029,-0.0072,Main,NO
2022-09-15,Mint,NP,0.8619,1271.00,0.0,0.0,0.8619,0.0,0.025,0.1,0.0,-0.8619,Ledger,NO
2022-09-16,Secondary,AS,0.0434,61.97,0.002,0.0004,0.0459,0.0836,0.005,0.0,0.0029,0.0373,Burner,NO
2022-09-16,Secondary,AS,0.04,57.14,0.0021,0.0,0.0421,0.075,0.005,0.0,0.0025,0.0325,Burner,NO
2022-09-17,Secondary,NP,0.055,78.35,0.0011,0.0003,0.0564,0.049,0.025,0.05,0.005,-0.0111,Burner,NO
2022-09-17,Secondary,AS,0.0,0.00,0.0016,0.0,0.0016,0.068,0.005,0.0,0.0019,0.0661,Burner,NO
2022-09-19,Mint,WP,0.666,904.02,0.0015,0.0007,0.6682,1.96,0.025,0.1,0.2472,1.0468,Main,NO
2022-09-20,Mint,FP,0.1972,267.88,0.0039,0.0016,0.2027,0.338,0.025,0.0,0.014,0.1268,Main,NO
2022-09-20,Secondary,AS,0.021,27.81,0.0032,0.0003,0.0245,0.0154,0.025,0.0,0.0039,-0.0095,Main,NO
2022-09-21,Secondary,WP,2.1,2.623.09,0.0027,0.0005,2.1032,2.47,0.025,0.1,0.312,0.058,Ledger,NO
2022-09-23,Secondary,WP,0.015,19.39,0.0096,0.0003,0.0249,0.033,0.025,0.0,0.0107,0.0073,Main,NO
2022-09-23,Secondary,WP,0.016,20.68,0.0066,0.0,0.0226,0.049,0.025,0.0,0.0079,0.0251,Main,NO
2022-09-23,Secondary,WP,0.045,58.66,0.0073,0.0,0.0523,0.054,0.025,0.0,0.0086,0.0004,Main,NO
2022-09-23,Secondary,WP,0.1,130.81,0.0065,0.0,0.1065,0.145,0.025,0.0,0.0101,0.0349,Main,NO
2022-09-24,Secondary,AS,0.045,59.22,0.0025,0.0002,0.0476,0.049,0.025,0.0,0.0038,0.0002,Main,NO
2022-09-24,Secondary,AS,0.0047,6.19,0.0012,0.0002,0.0061,0.029,0.025,0.0,0.0021,0.0222,Main,NO
2022-09-24,Secondary,AS,0.0111,14.66,0.0006,0.0,0.0117,0.0384,0.025,0.0,0.0015,0.0258,Main,NO
2022-09-25,Secondary,AS,0.166,215.74,0.0013,0.0,0.1673,0.184,0.025,0.03,0.0114,0.0066,Main,NO
2022-09-25,Secondary,AS,0.015,19.44,0.001,0.0,0.016,0.0065,0.025,0.0,0.0012,-0.0097,Main,NO
2022-09-25,Secondary,AS,0.0085,11.12,0.0011,0.0002,0.0098,0.0,0.025,0.0,0.0013,-0.0098,Main,NO
2022-09-30,Secondary,NP,0.1,132.91,0.0031,0.0007,0.1038,0.0599,0.025,0.1,0.0113,-0.0514,Main,NO
2022-10-01,Mint,LV,0.0,0.00,0.0006,0.0006,0.0012,0.0149,0.025,0.075,0.0026,0.0123,Main,NO
2022-10-01,Mint,LV,0.0,0.00,0.0006,0.0,0.0006,0.009,0.025,0.075,0.0015,0.0075,Main,NO
2022-10-01,Secondary,AS,0.014,18.36,0.0022,0.0004,0.0166,0.0048,0.025,0.0,0.0027,-0.0119,Main,NO
2022-10-02,Secondary,AS,0.0029,3.77,0.0016,0.0004,0.0049,0.008,0.025,0.0,0.0022,0.0029,Main,NO
2022-10-03,Mint,NP,0.0,0.00,0.0064,0.0,0.0064,0.0,0.025,0.025,0.0064,-0.0064,Main,NO
2022-10-03,Mint,NP,0.0,0.00,0.0058,0.0,0.0058,0.0,0.025,0.025,0.0058,-0.0058,Main,NO
2022-10-03,Mint,NP,0.0,0.00,0.0053,0.0,0.0053,0.0,0.025,0.025,0.0053,-0.0053,Main,NO
2022-10-03,Mint,NP,0.0,0.00,0.0064,0.0,0.0064,0.0,0.025,0.025,0.0064,-0.0064,Main,NO
2022-10-03,Mint,NP,0.0,0.00,0.0068,0.0,0.0068,0.0,0.025,0.025,0.0068,-0.0068,Main,NO
2022-10-06,Airdrop,NP,0.0,0.00,0.0,0.0009,0.0009,0.21,0.025,0.075,0.0219,0.1881,Main,NO
2022-10-06,Airdrop,NP,0.0,0.00,0.0,0.0,0.0,0.0,0.025,0.075,0.0,0.0,Main,Transfer Sent
2022-10-06,Airdrop,NP,0.0,0.00,0.0,0.0008,0.0008,0.0,0.025,0.075,0.0008,-0.0008,Ledger,Transfer Received
2022-10-09,Mint,NP,0.0,0.00,0.0051,0.0,0.0051,0.0,0.025,0.0,0.0051,-0.0051,Burner,NO
2022-10-10,Mint,NP,0.09,22.54,0.0038,0.0028,0.0966,1.9,0.025,0.1,0.2441,1.5659,Main,NO
2022-10-12,Airdrop,M,0.0,389.82,0.0041,0.0032,0.0073,0.0,0.025,0.05,0.0073,-0.0073,Ledger,NO
2022-10-12,Mint,WP,0.0,0.00,0.0019,0.0,0.0019,0.0,0.025,0.051763401109057305,0.0019,-0.0019,Ledger,NO
2022-10-14,Secondary,AS,0.02,26.18,0.0041,0.0009,0.025,0.033,0.025,0.0,0.0058,0.0072,Main,NO
2022-10-16,Secondary,AS,0.176,225.83,0.0039,0.0009,0.1807,0.124,0.025,0.0,0.0078,-0.0598,Main,NO
2022-10-16,Mint,WP,0.0,0.00,0.0012,0.0,0.0012,0.0,0.025,0.05,0.0012,-0.0012,Burner,NO
2022-10-22,Mint,AS,0.0099,13.02,0.002,0.002,0.0139,0.0025,0.025,0.0,0.004,-0.0114,Burner,NO
2022-10-28,Mint,G,0.0,0.00,0.0019,0.0,0.0019,0.0,0.025,0.05,0.0019,-0.0019,Ledger,NO
2022-11-02,Secondary,WP,0.2,311.49,0.0041,0.0057,0.2098,0.745,0.025,0.05,0.0657,0.4793,Main,NO
2022-11-02,Secondary,WP,0.2,311.49,0.0041,0.0,0.2041,0.571,0.025,0.0,0.0184,0.3526,Main,NO
2022-11-06,Mint,WP,0.59,962.91,0.0011,0.0014,0.5925,0.725,0.025,0.05,0.0569,0.0781,Main,NO
2022-11-07,Mint,NP,0.0,0.00,0.001,0.0008,0.0018,0.0169,0.025,0.1,0.0039,0.013,Main,NO
2022-11-07,Mint,NP,0.0,0.00,0.001,0.0,0.001,0.0169,0.025,0.1,0.0031,0.0138,Main,NO
2022-11-07,Secondary,WP,0.205,325.36,0.0063,0.0009,0.2122,0.0,0.025,0.075,0.0072,-0.2122,Ledger,NO
2022-11-07,Secondary,WP,0.205,325.36,0.0063,0.0,0.2113,0.0,0.025,0.075,0.0063,-0.2113,Ledger,NO
2022-11-07,Mint,NP,0.0,0.00,0.0016,0.0,0.0016,0.0,0.025,0.0,0.0016,-0.0016,Burner,NO
2022-11-10,Mint,NP,0.012,22.54,0.0083,0.0027,0.023,0.4,0.025,0.075,0.051,0.337,Main,NO
2022-11-10,Mint,WP,0.0,0.00,0.003,0.0016,0.0046,0.0,0.025,0.1,0.0046,-0.0046,Main,NO
2022-11-11,Secondary,AS,0.0137,17.26,0.0066,0.0011,0.0215,0.033,0.025,0.0,0.0086,0.0107,Main,NO
2022-11-22,Mint,WP,0.018,20.92,0.0019,0.0,0.0199,0.0294,0.025,0.069,0.0047,0.0067,Main,NO
2022-11-22,Mint,WP,0.018,20.92,0.0019,0.0,0.0199,0.0294,0.025,0.069,0.0047,0.0067,Main,NO
2022-11-23,Mint,WP,0.0,0.00,0.0021,0.0009,0.003,0.0398,0.025,0.05,0.006,0.0338,Main,NO
2022-11-23,Mint,NP,0.0,0.00,0.0027,0.0013,0.004,0.0169,0.025,0.075,0.0057,0.0112,Main,NO
2022-11-30,Secondary,AS,0.19,244.30,0.0026,0.0006,0.1932,0.199,0.025,0.0,0.0082,0.0008,Ledger,NO
2022-12-02,Secondary,AS,0.0239,30.53,0.0025,0.0007,0.0271,0.0289,0.025,0.075,0.0061,-0.0011,Main,NO
2022-12-02,Secondary,AS,0.0239,30.53,0.0025,0.0,0.0264,0.0384,0.025,0.075,0.0063,0.0082,Main,NO
2022-12-02,Secondary,AS,0.018,23.07,0.0037,0.0013,0.023,0.0277,0.025,0.0,0.0057,0.004,Main,NO
2022-12-02,Secondary,AS,0.018,23.07,0.0037,0.0,0.0217,0.0274,0.025,0.0,0.0044,0.005,Main,NO
2022-12-02,Secondary,AS,0.004,5.21,0.0032,0.0006,0.0078,0.0013,0.025,0.0,0.0039,-0.0066,Main,NO
2022-12-02,Secondary,AS,0.004,5.21,0.0032,0.0,0.0072,0.0013,0.025,0.0,0.0032,-0.0059,Main,NO
2022-12-02,Secondary,AS,0.004,5.21,0.0032,0.0,0.0072,0.0013,0.025,0.0,0.0032,-0.0059,Main,NO
2022-12-02,Secondary,AS,0.004,5.21,0.0032,0.0,0.0072,0.0013,0.025,0.0,0.0032,-0.0059,Main,NO
2022-12-02,Secondary,AS,0.0047,6.09,0.0036,0.0,0.0083,0.001,0.025,0.0,0.0036,-0.0074,Main,NO
2022-12-02,Secondary,AS,0.0165,21.28,0.0035,0.001,0.021,0.0001,0.025,0.0,0.0045,-0.0209,Main,NO
2022-12-02,Secondary,AS,0.07,90.54,0.0028,0.0007,0.0734,0.0146,0.025,0.0,0.0038,-0.0592,Main,NO
2022-12-02,Mint,NP,0.0,0.00,0.0008,0.0005,0.0013,0.0018,0.025,0.0,0.0014,0.0004,Main,NO
2022-12-02,Mint,NP,0.0,0.00,0.0008,0.0,0.0008,0.0018,0.025,0.0,0.0008,0.001,Main,NO
2022-12-04,Mint,WP,0.025,31.35,0.0013,0.0021,0.0284,0.001,0.025,0.0,0.0034,-0.0274,Main,NO
2022-12-04,Secondary,AS,0.009,11.47,0.0028,0.0005,0.0123,0.0,0.025,0.05,0.0033,-0.0123,Main,NO
2022-12-04,Secondary,AS,0.0095,12.10,0.0028,0.0,0.0123,0.0,0.025,0.05,0.0028,-0.0123,Main,NO
2022-12-04,Mint,NP,0.007,8.82,0.0026,0.0,0.0096,0.0,0.025,0.0,0.0026,-0.0096,Burner,NO
2022-12-04,Mint,NP,0.007,8.82,0.0021,0.0,0.0091,0.0,0.025,0.0,0.0021,-0.0091,Burner,NO
2022-12-06,Mint,WP,0.0,0.00,0.0015,0.0,0.0015,0.088,0.025,0.075,0.0103,0.0777,Main,NO
2022-12-06,Mint,WP,0.0,0.00,0.0015,0.0011,0.0026,0.075,0.025,0.075,0.0101,0.0649,Main,NO
2022-12-06,Mint,NP,0.021,26.29,0.0021,0.0009,0.024,0.0,0.025,0.1,0.003,-0.024,Main,NO
2022-12-06,Mint,WP,0.0,0.00,0.0012,0.001,0.0022,0.0544,0.025,0.075,0.0076,0.0468,Ledger,NO
2022-12-06,Mint,WP,0.0,0.00,0.0012,0.0,0.0012,0.0,0.025,0.075,0.0012,-0.0012,Ledger,NO
2022-12-07,Mint,WP,0.018,22.71,0.0011,0.0018,0.0209,0.025,0.025,0.069,0.0053,0.0017,Main,NO
2022-12-07,Mint,WP,0.018,22.71,0.0011,0.0,0.0191,0.0,0.025,0.069,0.0011,-0.0191,Main,NO
2022-12-08,Mint,WP,0.0,0.00,0.0009,0.0019,0.0028,0.0,0.025,0.05,0.0028,-0.0028,Main,NO
2022-12-08,Mint,WP,0.0,0.00,0.0009,0.0,0.0009,0.0,0.025,0.05,0.0009,-0.0009,Main,NO
2022-12-09,Mint,WP,0.25,317.40,0.0049,0.0016,0.2565,0.309,0.025,0.0,0.0142,0.0448,Main,NO
2022-12-09,Mint,WP,0.25,317.40,0.0049,0.0,0.2549,0.2745,0.025,0.0,0.0118,0.0127,Main,NO
2022-12-10,Mint,NP,0.4,22.54,0.0091,0.0009,0.41,2.6,0.025,0.1,0.335,1.865,Main,NO
2022-12-11,Mint,AZ,0.0,0.00,0.0021,0.0009,0.003,0.004,0.025,0.1,0.0035,0.0005,Main,NO
2022-12-11,Mint,WP,0.2,254.42,0.0016,0.0006,0.2022,0.236,0.025,0.0,0.0081,0.0279,Ledger,NO
2022-12-11,Mint,AZ,0.0,0.00,0.002,0.0011,0.0031,0.0004,0.025,0.1,0.0032,-0.0027,Burner,NO
2022-12-15,Mint,WP,0.05,63.51,0.0021,0.0014,0.0535,0.0597,0.025,0.069,0.0091,0.0006,Main,NO
2022-12-15,Mint,WP,0.05,63.51,0.0021,0.0,0.0521,0.0624,0.025,0.069,0.0079,0.0045,Main,NO
2022-12-15,Mint,WP,0.0,0.00,0.0035,0.0,0.0035,0.0,0.025,0.0,0.0035,-0.0035,Main,NO
2022-12-16,Mint,NP,0.1,118.91,0.0011,0.0022,0.1033,0.0,0.025,0.1,0.0033,-0.1033,Ledger,NO
2022-12-16,Mint,NP,0.1,118.91,0.0011,0.0,0.1011,0.0,0.025,0.1,0.0011,-0.1011,Ledger,NO
2022-12-16,Mint,NP,0.1,118.91,0.0011,0.0,0.1011,0.0,0.025,0.1,0.0011,-0.1011,Ledger,NO
2022-12-19,Mint,WP,0.1,117.45,0.0012,0.001,0.1022,0.0,0.025,0.1,0.0022,-0.1022,Ledger,NO
2022-12-19,Mint,WP,0.1,117.45,0.0012,0.0,0.1012,0.0,0.025,0.1,0.0012,-0.1012,Ledger,NO
2022-12-19,Mint,TW,0.099,116.40,0.0024,0.0011,0.1026,0.0,0.025,0.1,0.0036,-0.1026,Ledger,NO
2022-12-20,Mint,TW,0.04,48.28,0.0013,0.0013,0.0426,0.0747,0.025,0.075,0.01,0.0247,Main,NO
2022-12-20,Mint,TW,0.04,48.28,0.0013,0.0,0.0413,0.0,0.025,0.075,0.0013,-0.0413,Main,NO
2022-12-20,Mint,NP,0.0,0.00,0.0,0.0,0.0,0.0,0.025,0.1,0.0,0.0,Ledger,NO
2022-12-20,Secondary,NP,0.0997,120.82,0.0019,0.0,0.1016,0.0,0.025,0.1,0.0019,-0.1016,Ledger,NO
2022-12-20,Secondary,NP,0.102,123.59,0.0019,0.0,0.1039,0.0,0.025,0.1,0.0019,-0.1039,Ledger,NO
2022-12-20,Secondary,NP,0.0997,120.76,0.0017,0.0,0.1014,0.0,0.025,0.1,0.0017,-0.1014,Ledger,NO
2022-12-20,Secondary,NP,0.1139,138.02,0.0017,0.0,0.1156,0.0,0.025,0.1,0.0017,-0.1156,Ledger,NO
2022-12-20,Secondary,NP,0.115,139.36,0.0017,0.0,0.1167,0.0,0.025,0.1,0.0017,-0.1167,Ledger,NO
2022-12-21,Secondary,AZ,0.0042,5.07,0.0029,0.0009,0.0079,0.0067,0.025,0.05,0.0043,-0.0017,Main,NO
2022-12-21,Secondary,AZ,0.0042,5.07,0.0029,0.0,0.007,0.0067,0.025,0.05,0.0034,-0.0008,Main,NO
2022-12-21,Secondary,AZ,0.0042,5.07,0.0029,0.0,0.007,0.0067,0.025,0.05,0.0034,-0.0008,Main,NO
2022-12-21,Mint,NP,0.0,0.00,0.0028,0.0019,0.0047,0.0,0.025,0.1,0.0047,-0.0047,Ledger,NO
2022-12-21,Mint,NP,0.0,0.00,0.0027,0.0,0.0027,0.0,0.025,0.1,0.0027,-0.0027,Ledger,NO
2022-12-23,Secondary,NP,0.02,24.28,0.0052,0.0009,0.0262,0.0066,0.025,0.0,0.0063,-0.0197,Main,NO
2022-12-23,Secondary,NP,0.02,24.28,0.0052,0.0,0.0252,0.0067,0.025,0.0,0.0054,-0.0187,Main,NO
2022-12-23,Mint,AZ,0.002,2.44,0.0004,0.0008,0.0032,0.0094,0.025,0.0,0.0014,0.006,Main,NO
2022-12-23,Mint,AZ,0.002,2.44,0.0004,0.0,0.0024,0.0159,0.025,0.0,0.0008,0.0131,Main,NO
2022-12-23,Mint,AZ,0.002,2.44,0.0004,0.0,0.0024,0.0087,0.025,0.0,0.0006,0.0061,Main,NO
2022-12-23,Mint,AZ,0.002,2.44,0.0004,0.0,0.0024,0.012,0.025,0.0,0.0007,0.0093,Main,NO
2022-12-25,Mint,AZ,0.002,2.43,0.0003,0.0008,0.0031,0.01,0.025,0.0,0.0014,0.0066,Main,NO
2022-12-25,Mint,AZ,0.002,2.43,0.0003,0.0,0.0023,0.01,0.025,0.0,0.0005,0.0075,Main,NO
2022-12-25,Mint,AZ,0.002,2.43,0.0003,0.0,0.0023,0.01,0.025,0.0,0.0005,0.0075,Main,NO
2022-12-25,Mint,AZ,0.002,2.43,0.0003,0.0,0.0023,0.01,0.025,0.0,0.0005,0.0075,Main,NO
2022-12-25,Mint,AZ,0.002,2.43,0.0003,0.0,0.0023,0.01,0.025,0.0,0.0005,0.0075,Main,NO
2022-12-29,Mint,NP,0.0,0.00,0.0029,0.0012,0.0041,0.0,0.025,0.1,0.0041,-0.0041,Main,NO
2022-12-29,Mint,AG,0.026,31.10,0.0059,0.0,0.0319,0.0,0.025,0.1,0.0059,-0.0319,Ledger,NO
2022-12-31,Mint,WP,0.0,0.00,0.0021,0.0,0.0021,0.0,0.025,0.1,0.0021,-0.0021,Ledger,NO
2022-12-31,Mint,WP,0.0,0.00,0.002,0.0,0.002,0.0,0.025,0.1,0.002,-0.002,Ledger,NO
2022-12-31,Mint,WP,0.0,0.00,0.0021,0.001,0.0031,0.019,0.025,0.1,0.0055,0.0135,Ledger,NO
