Date,Method,Alpha Group,Mint/NFT Cost (ETH),Mint/NFT Cost ($),Gas Fee (ETH),Listing Fee Total (ETH),Cost of Trade (ETH),Sell Price (ETH),OS Fee,Royalty Fee,Total Fees (ETH),Profit/Loss (ETH) ,Wallet,Transfer
2022-01-02,Mint,NP,0.069,261.55,0.0099,0.0305,0.1094,0.114,0.025,0.035,0.0473,-0.0023,Main,NO
2022-01-02,Mint,NP,0.069,261.55,0.0099,0.0,0.0789,0.123,0.025,0.035,0.0173,0.0367,Main,NO
2022-01-02,Mint,NP,0.02,24.35,0.003,0.0009,0.0238,0.073,0.025,0.05,0.0093,0.0437,Main,NO
2022-01-02,Mint,NP,0.02,24.35,0.003,0.0,0.023,0.119,0.025,0.05,0.0119,0.0871,Main,NO
2022-01-02,Mint,TW,0.0,0.00,0.0019,0.001,0.0029,0.0,0.025,0.0,0.0029,-0.0029,Main,Transfer Sent
2022-01-02,Secondary,NP,0.025,30.35,0.0041,0.0008,0.0299,0.048,0.025,0.0,0.0061,0.0169,Main,NO
2022-01-02,Mint,WP,0.05,60.89,0.0008,0.0011,0.0518,0.078,0.025,0.0,0.0038,0.0242,Ledger,NO
2022-01-02,Mint,WP,0.05,60.89,0.0008,0.0,0.0508,0.089,0.025,0.0,0.003,0.036,Ledger,NO
2022-01-02,Mint,WP,0.0,0.00,0.0021,0.0,0.0021,0.0,0.025,0.069,0.0021,-0.0021,Ledger,NO
2022-01-02,Mint,TW,0.0,0.00,0.0019,0.001,0.0029,0.0,0.025,0.0,0.0029,-0.0029,Ledger,Transfer Received
2022-01-02,Mint,TW,0.0,0.00,0.0018,0.0007,0.0025,0.0,0.025,0.0,0.0025,-0.0025,Ledger,Transfer Received
2022-01-02,Mint,TW,0.0,0.00,0.0018,0.0007,0.0025,0.0,0.025,0.0,0.0025,-0.0025,Burner,NO
2022-01-03,Mint,AS,0.0,0.00,0.0028,0.0,0.0028,0.0,0.025,0.075,0.0028,-0.0028,Main,NO
2022-01-03,Mint,WP,0.0066,7.99,0.0022,0.001,0.0098,0.0134,0.025,0.0,0.0035,0.0033,Main,NO
2022-01-03,Mint,NP,0.0,0.00,0.002,0.0,0.002,0.0,0.025,0.1,0.002,-0.002,Ledger,NO
2022-01-03,Mint,AS,0.0,0.00,0.0033,0.0,0.0033,0.0,0.025,0.075,0.0033,-0.0033,Burner,NO
2022-01-04,Mint,WP,0.0071,8.95,0.0034,0.0014,0.0119,0.028,0.025,0.0,0.0055,0.0154,Main,NO
2022-01-04,Mint,WP,0.0071,8.95,0.0034,0.0,0.0105,0.048,0.025,0.0,0.0046,0.0363,Main,NO
2022-01-04,Mint,WP,0.0071,8.95,0.0034,0.0,0.0105,0.072,0.025,0.0,0.0052,0.0597,Main,NO
2022-01-04,Mint,WP,0.0071,8.95,0.0034,0.0,0.0105,0.093,0.025,0.0,0.0057,0.0801,Main,NO
2022-01-04,Mint,NP,0.003,3.77,0.0006,0.0011,0.0047,0.0,0.025,0.07,0.0017,-0.0047,Ledger,NO
2022-01-04,Mint,NP,0.003,3.77,0.0006,0.0,0.0036,0.0,0.025,0.07,0.0006,-0.0036,Ledger,NO
2022-01-04,Mint,NP,0.003,3.77,0.0006,0.0,0.0036,0.0,0.025,0.07,0.0006,-0.0036,Ledger,NO
2022-01-04,Mint,NP,0.003,3.77,0.0006,0.0,0.0036,0.0,0.025,0.07,0.0006,-0.0036,Ledger,NO
2022-01-04,Secondary,WP,0.0007,0.86,0.003,0.0,0.002,0.0,0.025,0.1,0.002,-0.002,Ledger,NO
2022-01-05,Secondary,NP,0.257,321.73,0.0034,0.001,0.2614,0.0,0.025,0.005,0.0044,-0.2614,Main,NO
2022-01-05,Mint,WP,0.006,7.49,0.0016,0.0,0.0076,0.0,0.025,0.0,0.0016,-0.0076,Ledger,NO
2022-01-05,Mint,WP,0.006,7.49,0.0016,0.0,0.0076,0.0,0.025,0.0,0.0016,-0.0076,Ledger,NO
2022-01-05,Secondary,WP,0.0072,8.98,0.0045,0.0,0.002,0.0,0.025,0.1,0.002,-0.002,Ledger,NO
2022-01-05,Secondary,WP,0.0,0.00,0.0032,0.0014,0.002,0.0,0.025,0.1,0.002,-0.002,Ledger,NO
2022-01-06,Mint,WP,0.08,101.27,0.005,0.0009,0.086,0.249,0.025,0.025,0.0184,0.1506,Main,NO
2022-01-07,Mint,MK,0.044,55.66,0.0011,0.0011,0.0462,0.0,0.025,0.1,0.0022,-0.0462,Main,Transfer Sent
2022-01-07,Mint,MK,0.044,55.66,0.0011,0.0007,0.0458,0.0,0.025,0.1,0.0018,-0.0458,Main,NO
2022-01-07,Mint,MK,0.044,55.66,0.0011,0.0011,0.0462,0.0,0.025,0.1,0.0022,-0.0462,Ledger,Transfer Received
2022-01-07,Mint,MK,0.044,55.66,0.0011,0.0007,0.0458,0.0,0.025,0.1,0.0018,-0.0458,Ledger,Transfer Received
2022-01-09,Mint,NP,0.15,475.91,0.0129,0.01,0.1729,0.169,0.025,0.1,0.044,-0.025,Main,NO
2022-01-09,Mint,NP,0.15,475.91,0.0129,0.0,0.1629,0.178,0.025,0.1,0.0351,-0.0071,Main,NO
2022-01-09,Mint,WP,0.1181,156.65,0.0036,0.0,0.1217,0.0,0.025,0.1,0.0036,-0.1217,Ledger,NO
2022-01-10,Secondary,NP,0.1,120.04,0.0,0.0008,0.1008,0.0,0.025,0.0,0.0008,-0.1008,Ledger,NO
2022-01-10,Mint,NP,0.2,614.74,0.0256,0.0,0.2256,0.299,0.025,0.075,0.0555,0.0435,Main,NO
2022-01-10,Mint,TW,0.044,58.49,0.0033,0.0016,0.0489,0.065,0.025,0.05,0.0097,0.0113,Main,NO
2022-01-10,Mint,MK,0.033,46.12,0.004,0.0,0.037,0.0,0.025,0.1,0.004,-0.037,Ledger,NO
2022-01-12,Mint,NP,0.0,0.00,0.002,0.0016,0.0035,0.013,0.025,0.0,0.0039,0.0091,Ledger,NO
2022-01-12,Mint,WP,0.006,8.50,0.0022,0.0,0.0082,0.0,0.025,0.0,0.0022,-0.0082,Ledger,NO
2022-01-12,Airdrop,TW,0.0,0.00,0.0,0.0008,0.0008,0.0,0.025,0.1,0.0008,-0.0008,Ledger,NO
2022-01-14,Mint,NP,0.25,818.72,0.0352,0.0136,0.2988,1.79,0.025,0.1,0.2725,1.2675,Main,NO
2022-01-14,Mint,NP,0.25,818.72,0.0352,0.0,0.2852,1.987,0.025,0.1,0.2836,1.4534,Main,NO
2022-01-14,Airdrop,MK,0.0,0.00,0.0037,0.0,0.0037,0.0,0.025,0.0,0.0037,-0.0037,Main,Transfer Sent
2022-01-14,Mint,NP,0.0,0.00,0.002,0.0,0.002,0.0,0.025,0.1,0.002,-0.002,Ledger,NO
2022-01-14,Mint,NP,0.0,0.00,0.0019,0.0,0.0019,0.0,0.025,0.1,0.0019,-0.0019,Ledger,NO
2022-01-14,Airdrop,MK,0.0,0.00,0.0037,0.0,0.0037,0.0,0.025,0.0,0.0037,-0.0037,Ledger,Transfer Received
2022-01-16,Mint,YT,0.069,231.29,0.0098,0.0,0.0788,0.0,0.025,0.05,0.0098,-0.0788,Main,Transfer Sent
2022-01-16,Mint,TW,0.0,0.00,0.0033,0.0012,0.0045,0.49,0.025,0.0,0.0168,0.4732,Main,NO
2022-01-16,Mint,YT,0.069,231.29,0.0098,0.0,0.0788,0.0,0.025,0.05,0.0098,-0.0788,Ledger,Transfer Received
2022-01-17,Mint,MK,0.05,79.03,0.0065,0.0,0.0565,0.0,0.025,0.0,0.0065,-0.0565,Ledger,Transfer Sent
2022-01-17,Mint,MK,0.05,79.01,0.0017,0.0015,0.0531,0.0,0.025,0.0,0.0031,-0.0531,Ledger,NO
2022-01-17,Mint,MK,0.05,79.01,0.0017,0.0,0.0517,0.0,0.025,0.0,0.0017,-0.0517,Ledger,NO
2022-01-17,Mint,NP,0.0,0.00,0.004,0.0,0.004,0.0,0.025,0.006,0.004,-0.004,Ledger,NO
2022-01-19,Mint,MK,0.0067,10.22,0.0034,0.0,0.01,0.0,0.025,0.042,0.0034,-0.01,Ledger,NO
2022-01-20,Mint,NP,0.088,286.06,0.0198,0.0046,0.1124,1.928,0.025,0.075,0.2172,1.6228,Main,NO
2022-01-20,Mint,WP,0.0,0.00,0.0036,0.0,0.0036,0.0,0.025,0.025,0.0036,-0.0036,Main,Transfer Sent
2022-01-20,Mint,MK,0.0,0.00,0.0045,0.0,0.0045,0.0,0.025,0.1,0.0045,-0.0045,Ledger,NO
2022-01-20,Mint,WP,0.0,0.00,0.0025,0.0,0.0025,0.0,0.025,0.025,0.0025,-0.0025,Ledger,NO
2022-01-20,Mint,WP,0.0,0.00,0.0034,0.0,0.0034,0.0,0.025,0.025,0.0034,-0.0034,Ledger,NO
2022-01-20,Mint,WP,0.0,0.00,0.0036,0.0,0.0036,0.0,0.025,0.025,0.0036,-0.0036,Ledger,Transfer Received
2022-01-21,Mint,MK,0.0069,11.44,0.0029,0.0,0.0098,0.0,0.025,0.0,0.0029,-0.0098,Main,Transfer Sent
2022-01-21,Mint,MK,0.05,82.62,0.0023,0.0,0.0523,0.0,0.025,0.15,0.0023,-0.0523,Ledger,NO
2022-01-21,Mint,MK,0.0169,28.02,0.0022,0.0,0.0191,0.0,0.025,0.1,0.0022,-0.0191,Ledger,NO
2022-01-21,Mint,MK,0.0069,11.44,0.0029,0.0,0.0098,0.0,0.025,0.0,0.0029,-0.0098,Ledger,Transfer Received
2022-01-22,Mint,MK,0.0044,719.00,0.0021,0.0,0.0065,0.0,0.025,0.1,0.0021,-0.0065,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0032,0.0,0.0032,0.0,0.025,0.1,0.0032,-0.0032,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.001,0.0012,0.0,0.025,0.0,0.0012,-0.0012,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.0,0.00,0.0002,0.0,0.0002,0.0,0.025,0.0,0.0002,-0.0002,Ledger,NO
2022-01-23,Mint,MK,0.07,114.20,0.0025,0.0007,0.0732,0.0,0.025,0.1,0.0032,-0.0732,Ledger,NO
2022-01-24,Mint,MK,0.006,9.65,0.0031,0.0013,0.0104,0.0,0.025,0.05,0.0044,-0.0104,Ledger,NO
2022-01-24,Mint,MK,0.0666,103.64,0.0028,0.0,0.0694,0.0,0.025,0.1,0.0028,-0.0694,Ledger,NO
2022-01-24,Mint,MK,0.0,0.00,0.0031,0.0011,0.0042,0.029,0.025,0.042,0.0061,0.0229,Ledger,NO
2022-01-24,Mint,MK,0.0088,14.10,0.0007,0.0,0.0095,0.0,0.025,0.1,0.0007,-0.0095,Ledger,NO
2022-01-24,Mint,MK,0.0088,14.10,0.0007,0.0,0.0095,0.0,0.025,0.1,0.0007,-0.0095,Ledger,NO
2022-01-24,Mint,MK,0.0088,14.10,0.0007,0.0,0.0095,0.0,0.025,0.1,0.0007,-0.0095,Ledger,NO
2022-01-24,Mint,MK,0.0088,14.10,0.0007,0.0,0.0095,0.0,0.025,0.1,0.0007,-0.0095,Ledger,NO
2022-01-24,Mint,MK,0.0088,14.10,0.0007,0.0,0.0095,0.0,0.025,0.1,0.0007,-0.0095,Ledger,NO
2022-01-27,Airdrop,MK,0.0,0.00,0.0,0.0,0.0,0.0,0.025,0.069,0.0,0.0,Ledger,NO
2022-01-27,Airdrop,MK,0.0,0.00,0.0,0.0,0.0,0.0,0.025,0.069,0.0,0.0,Ledger,NO
2022-01-27,Mint,MK,0.0,0.00,0.0026,0.0,0.0026,0.0,0.025,0.1,0.0026,-0.0026,Ledger,NO
2022-01-28,Mint,NP,0.09,230.99,0.0177,0.0054,0.1131,0.175,0.025,0.05,0.0362,0.0488,Main,NO
2022-01-28,Mint,NP,0.09,230.99,0.01,0.0,0.1,0.2,0.025,0.05,0.025,0.085,Main,NO
2022-01-28,Mint,NP,0.09,230.99,0.01,0.0,0.1,0.198,0.025,0.05,0.0249,0.0832,Main,NO
2022-01-30,Mint,MK,0.0007,1.08,0.0011,0.0,0.0018,0.0,0.025,0.1,0.0011,-0.0018,Ledger,NO
2022-01-30,Mint,MK,0.0007,1.08,0.0011,0.0,0.0018,0.0,0.025,0.1,0.0011,-0.0018,Ledger,NO
2022-02-01,Mint,NP,0.25,695.46,0.056,0.0163,0.3223,0.4188,0.025,0.1,0.1246,0.0442,Main,NO
2022-02-01,Mint,NP,0.25,695.46,0.056,0.0,0.306,0.548,0.025,0.1,0.1245,0.1735,Main,NO
2022-02-01,Airdrop,MK,0.0,0.00,0.0055,0.0,0.0055,0.0,0.025,0.1,0.0055,-0.0055,Ledger,NO
2022-02-02,Secondary,NP,0.135,366.02,0.0288,0.0061,0.1698,0.01,0.025,0.0,0.0351,-0.1601,Main,NO
2022-02-04,Mint,NP,0.1,295.56,0.0119,0.0051,0.117,0.169,0.025,0.1,0.0382,0.0308,Main,NO
2022-02-04,Mint,NP,0.1,295.70,0.0132,0.0018,0.115,0.0,0.025,0.1,0.015,-0.115,Main,NO
2022-02-04,Mint,NP,0.077,233.18,0.009,0.0045,0.0905,0.197,0.025,0.075,0.0332,0.0868,Main,NO
2022-02-04,Mint,NP,0.077,233.18,0.009,0.0,0.086,0.0,0.025,0.075,0.009,-0.086,Main,NO
2022-02-04,Mint,WP,0.0,0.00,0.0047,0.0,0.0047,0.0,0.025,0.0,0.0047,-0.0047,Main,NO
2022-02-04,Airdrop,MK,0.0,0.00,0.0,0.0,0.0,0.0,0.025,0.069,0.0,0.0,Ledger,NO
2022-02-04,Mint,WP,0.0,0.00,0.0043,0.0,0.0043,0.0,0.025,0.0,0.0043,-0.0043,Ledger,NO
2022-02-05,Mint,NP,0.15,454.78,0.019,0.0077,0.1767,0.21,0.025,0.075,0.0477,0.0123,Main,NO
2022-02-05,Mint,NP,0.15,454.78,0.019,0.0,0.169,0.224,0.025,0.075,0.0414,0.0326,Main,NO
2022-02-05,Mint,NP,0.15,454.78,0.019,0.0,0.169,0.221,0.025,0.075,0.0411,0.0299,Main,NO
2022-02-05,Mint,MK,0.0,0.00,0.0027,0.0,0.0027,0.013,0.025,0.1,0.0043,0.0087,Main,NO
2022-02-05,Airdrop,MK,0.0,0.00,0.0022,0.0018,0.004,0.261,0.025,0.0,0.0106,0.2504,Main,Transfer Sent
2022-02-07,Mint,NP,0.0,0.00,0.0137,0.0072,0.0209,0.0,0.025,0.0,0.0209,-0.0209,Main,NO
2022-02-10,Mint,NP,3.0,22.54,0.0091,0.0026,3.0117,6.0,0.025,0.075,0.6117,2.3883,Main,NO
2022-02-11,Mint,NP,0.05,155.81,0.0102,0.0025,0.0627,0.114,0.025,0.1,0.027,0.037,Main,NO
2022-02-11,Secondary,AS,0.059,90.00,0.0057,0.0012,0.0659,0.02,0.025,0.0,0.0074,-0.0464,Main,NO
2022-02-11,Mint,MK,0.0,0.00,0.0018,0.0015,0.0033,0.0,0.025,0.1,0.0033,-0.0033,Main,NO
2022-02-11,Mint,WP,0.0,0.00,0.0066,0.0016,0.0082,0.0009,0.025,0.05,0.0083,-0.0074,Burner,NO
2022-02-15,Mint,NP,0.125,388.97,0.007,0.0034,0.1354,0.17,0.025,0.075,0.0274,0.0176,Main,NO
2022-02-15,Mint,YT,0.125,388.97,0.007,0.0,0.132,0.1689,0.025,0.075,0.0239,0.02,Main,NO
2022-02-16,Secondary,WP,0.072,118.94,0.0051,0.0016,0.0787,0.0,0.025,0.1,0.0067,-0.0787,Main,NO
2022-02-16,Secondary,WP,0.08,132.29,0.0046,0.0,0.0846,0.0,0.025,0.1,0.0046,-0.0846,Main,NO
2022-02-16,Airdrop,MK,0.0,0.00,0.009,0.0025,0.0115,0.0,0.025,0.1,0.0115,-0.0115,Ledger,NO
2022-02-17,Mint,TW,0.18,517.12,0.0099,0.0053,0.1952,0.35,0.025,0.075,0.0502,0.1198,Main,NO
2022-02-17,Mint,TW,0.18,517.12,0.0099,0.0,0.1899,0.31,0.025,0.075,0.0409,0.0891,Main,NO
2022-02-17,Airdrop,WP,0.0,0.00,0.0051,0.0,0.0051,0.087,0.025,0.1,0.016,0.071,Main,NO
2022-02-17,Secondary,AS,0.0525,89.67,0.0084,0.0034,0.0643,0.04,0.0,0.005,0.012,-0.0245,Ledger,NO
2022-02-17,Secondary,AS,0.0525,89.67,0.0084,0.0,0.0609,0.039,0.0,0.005,0.0086,-0.0221,Ledger,NO
2022-02-18,Airdrop,WP,0.0,1.17,0.0061,0.0,0.0061,0.094,0.025,0.1,0.0179,0.0761,Main,NO
2022-02-19,Airdrop,MK,0.0,0.00,0.0043,0.0,0.0043,0.0,0.025,0.1,0.0043,-0.0043,Ledger,NO
2022-02-19,Secondary,NP,0.125,208.00,0.0045,0.001,0.1305,0.154,0.0,0.005,0.0063,0.0227,Ledger,NO
2022-02-21,Mint,NP,1.5,3866.51,0.0177,0.0,1.5177,0.0,0.025,0.05,0.0177,-1.5177,Main,Transfer Sent
2022-02-21,Secondary,NP,0.11,284.74,0.0212,0.0092,0.1404,0.018,0.025,0.075,0.0322,-0.1242,Main,NO
2022-02-21,Mint,WP,0.22,360.33,0.0027,0.0022,0.2248,0.297,0.005,0.05,0.0212,0.0558,Main,NO
2022-02-21,Mint,WP,0.22,360.33,0.0027,0.0013,0.224,0.32,0.005,0.05,0.0216,0.0784,Main,NO
2022-02-21,Mint,NP,1.5,3866.51,0.0177,0.0,1.5177,0.0,0.025,0.05,0.0177,-1.5177,Ledger,Transfer Received
2022-02-22,Mint,NP,0.07,176.72,0.0042,0.0038,0.078,0.1485,0.025,0.075,0.0229,0.0556,Main,NO
2022-02-22,Mint,NP,0.07,176.72,0.0042,0.0,0.0742,0.197,0.025,0.075,0.0239,0.1031,Main,NO
2022-02-22,Mint,NP,0.07,176.72,0.0042,0.0,0.0742,0.271,0.025,0.075,0.0313,0.1697,Main,NO
2022-02-22,Mint,MK,0.0,0.00,0.0036,0.0,0.0036,0.0,0.025,0.1,0.0036,-0.0036,Main,NO
2022-02-23,Mint,YT,0.18,484.99,0.0083,0.0026,0.1909,0.0,0.025,0.1,0.0109,-0.1909,Main,Transfer Sent
2022-02-23,Mint,NP,0.0008,1.25,0.0059,0.0,0.0067,0.0,0.025,0.0,0.0059,-0.0067,Main,NO
2022-02-23,Mint,YT,0.18,484.99,0.0083,0.0026,0.1909,0.0,0.025,0.1,0.0109,-0.1909,Ledger,Transfer Received
2022-02-23,Mint,NP,0.0008,1.25,0.0064,0.0,0.0072,0.0,0.025,0.0,0.0064,-0.0072,Ledger,NO
2022-02-24,Mint,AZ,0.007,11.26,0.0006,0.0014,0.009,0.0,0.025,0.0,0.002,-0.009,Main,NO
2022-02-24,Mint,AZ,0.007,11.26,0.0006,0.0,0.0076,0.0,0.025,0.0,0.0006,-0.0076,Main,NO
2022-02-24,Mint,AZ,0.007,11.26,0.0006,0.0,0.0076,0.0,0.025,0.0,0.0006,-0.0076,Main,NO
2022-02-24,Mint,AZ,0.007,11.26,0.0006,0.0,0.0076,0.0,0.025,0.0,0.0006,-0.0076,Main,NO
2022-02-24,Mint,AZ,0.007,11.26,0.0006,0.0,0.0076,0.0,0.025,0.0,0.0006,-0.0076,Main,NO
2022-02-26,Secondary,AS,0.0207,33.13,0.0036,0.0011,0.0253,0.0279,0.0,0.005,0.0048,0.0025,Main,NO
2022-02-26,Secondary,AS,0.0207,33.13,0.0036,0.0,0.0242,0.0294,0.0,0.005,0.0037,0.005,Main,NO
2022-02-26,Secondary,AS,0.0207,33.13,0.0036,0.0,0.0242,0.032,0.0,0.005,0.0037,0.0076,Main,NO
2022-02-26,Secondary,AG,0.005,8.18,0.0032,0.0,0.0082,0.0,0.025,0.1,0.0032,-0.0082,Ledger,NO
2022-02-27,Mint,TW,0.0059,15.37,0.0083,0.0058,0.02,0.0,0.025,0.0,0.0141,-0.02,Main,Transfer Sent
2022-02-27,Mint,TW,0.0059,15.37,0.0083,0.0058,0.02,0.0,0.025,0.0,0.0141,-0.02,Ledger,Transfer Received
2022-02-28,Mint,WP,0.2697,438.86,0.0061,0.0017,0.2775,0.2986,0.0,0.005,0.0093,0.0196,Ledger,NO
2022-03-01,Mint,YT,0.07,207.83,0.0036,0.0029,0.0765,0.1297,0.025,0.05,0.0162,0.0435,Main,NO
2022-03-01,Mint,YT,0.07,207.83,0.0036,0.0,0.0736,0.197,0.025,0.05,0.0184,0.1086,Main,NO
2022-03-02,Mint,WP,0.0,0.00,0.0036,0.0,0.0036,0.0,0.0,0.0,0.0036,-0.0036,Main,NO
2022-03-03,Mint,NP,0.35,949.79,0.0096,0.0024,0.362,0.647,0.025,0.05,0.0605,0.2365,Main,NO
2022-03-03,Secondary,WP,0.0295,46.28,0.0048,0.0022,0.0365,0.039,0.0,0.05,0.009,0.0005,Main,NO
2022-03-04,Mint,YT,0.6,1571.83,0.0159,0.0022,0.6181,0.0,0.025,0.04,0.0181,-0.6181,Main,Transfer Sent
2022-03-04,Mint,TW,0.088,230.23,0.0032,0.0028,0.094,0.198,0.025,0.075,0.0258,0.0842,Main,NO
2022-03-04,Mint,TW,0.088,230.23,0.0032,0.0,0.0912,0.189,0.025,0.075,0.0221,0.0789,Main,NO
2022-03-04,Mint,YT,0.6,1571.83,0.0159,0.0022,0.6181,0.0,0.025,0.04,0.0181,-0.6181,Ledger,Transfer Received
2022-03-06,Mint,MK,0.0007,1.08,0.0035,0.0,0.0042,0.0,0.025,0.15,0.0035,-0.0042,Ledger,NO
2022-03-07,Mint,WP,0.0008,1.22,0.0006,0.0,0.0014,0.0,0.0,0.0,0.0006,-0.0014,Main,NO
2022-03-07,Mint,WP,0.0008,1.22,0.0006,0.0,0.0014,0.0,0.0,0.0,0.0006,-0.0014,Main,NO
2022-03-07,Mint,WP,0.0008,1.22,0.0006,0.0,0.0014,0.0,0.0,0.0,0.0006,-0.0014,Main,NO
2022-03-07,Mint,WP,0.0008,1.22,0.0006,0.0,0.0014,0.0,0.0,0.0,0.0006,-0.0014,Main,NO
2022-03-07,Mint,WP,0.0008,1.22,0.0006,0.0,0.0014,0.0,0.0,0.0,0.0006,-0.0014,Main,NO
2022-03-07,Mint,NP,0.087,245.75,0.0073,0.0,0.0943,0.129,0.0,0.057,0.0147,0.0273,Main,NO
2022-03-07,Mint,WP,0.0008,1.22,0.0007,0.0,0.0014,0.0,0.025,0.0,0.0007,-0.0014,Ledger,NO
2022-03-07,Mint,WP,0.0008,1.22,0.0007,0.0,0.0014,0.0,0.025,0.0,0.0007,-0.0014,Ledger,NO
